image_id,attribute,mask_path,readable,width,height,mode,unique_value_count,unique_values,binary_values,foreground_pixels,total_pixels,foreground_ratio,empty_mask,full_mask,connected_components,largest_component_fraction,touches_image_border,error,lesion_attribute_size_match,outside_lesion_pixels,outside_lesion_fraction,status
000036,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000036_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,4142,786432,0.005266825358072917,False,False,2,0.5395943988411396,False,,True,20,0.004828585224529213,OK
000037,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000037_attribute_pigment_network.png,True,6668,4439,L,1,0,True,0,29599252,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000038,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000038_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000039,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000039_attribute_pigment_network.png,True,6668,4459,L,2,"0,255",True,6496288,29732612,0.2184903230163566,False,False,6,0.5095480680659478,False,,True,4339,0.0006679198951770612,OK
000040,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000040_attribute_pigment_network.png,True,824,719,L,1,0,True,0,592456,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000041,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000041_attribute_pigment_network.png,True,3008,2000,L,2,"0,255",True,112119,6016000,0.018636801861702128,False,False,1,1.0,False,,True,51132,0.4560511599282905,attribute_outside_lesion
000042,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000042_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000043,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000043_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,35868,7077888,0.005067613389756944,False,False,1,1.0,False,,True,0,0.0,OK
000044,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000044_attribute_pigment_network.png,True,3872,2592,L,1,0,True,0,10036224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000045,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000045_attribute_pigment_network.png,True,3008,2000,L,2,"0,255",True,60428,6016000,0.010044547872340425,False,False,1,1.0,False,,True,11584,0.19169921228569536,attribute_outside_lesion
000046,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000046_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,2505431,7077888,0.3539800290708189,False,False,3,0.955788844314611,True,,True,1346217,0.5373195270594161,attribute_outside_lesion
000047,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000047_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000048,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000048_attribute_pigment_network.png,True,3872,2592,L,1,0,True,0,10036224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000049,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000049_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,60091,786432,0.07640965779622395,False,False,7,0.5883909404070493,False,,True,50,0.0008320713584396998,OK
000050,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000050_attribute_pigment_network.png,True,1024,768,L,1,0,True,0,786432,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000051,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000051_attribute_pigment_network.png,True,1504,1129,L,2,"0,255",True,149453,1698016,0.08801624955241882,False,False,4,0.9202357931925087,False,,True,0,0.0,OK
000052,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000052_attribute_pigment_network.png,True,2592,3872,L,2,"0,255",True,78461,10036224,0.007817780870574432,False,False,2,0.7233784937739769,False,,True,0,0.0,OK
000053,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000053_attribute_pigment_network.png,True,2048,1536,L,2,"0,255",True,326417,3145728,0.10376516977945964,False,False,1,1.0,False,,True,14422,0.04418274783482478,OK
000054,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000054_attribute_pigment_network.png,True,6680,4422,L,2,"0,255",True,9657087,29538960,0.3269271159174189,False,False,1,1.0,True,,True,29048,0.003007946392115966,OK
000055,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000055_attribute_pigment_network.png,True,767,576,L,2,"0,255",True,25054,441792,0.05670994495147037,False,False,3,0.551089646363854,False,,True,84,0.0033527580426279237,OK
000056,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000056_attribute_pigment_network.png,True,6642,4420,L,1,0,True,0,29357640,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000057,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000057_attribute_pigment_network.png,True,640,480,L,1,0,True,0,307200,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000058,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000058_attribute_pigment_network.png,True,3008,2000,L,1,0,True,0,6016000,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000059,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000059_attribute_pigment_network.png,True,3872,2592,L,1,0,True,0,10036224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000060,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000060_attribute_pigment_network.png,True,824,719,L,2,"0,255",True,3713,592456,0.0062671320739430434,False,False,3,0.6603824400754107,False,,True,76,0.020468623754376514,OK
000061,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000061_attribute_pigment_network.png,True,2048,1536,L,1,0,True,0,3145728,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000062,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000062_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,161836,12212224,0.013251967864330035,False,False,1,1.0,False,,True,19070,0.11783533947947304,attribute_outside_lesion
000063,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000063_attribute_pigment_network.png,True,6668,4439,L,2,"0,255",True,3978540,29599252,0.13441353180141175,False,False,1,1.0,False,,True,1574,0.0003956225147918583,OK
000064,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000064_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,12832,307200,0.04177083333333333,False,False,1,1.0,False,,True,600,0.046758104738154616,OK
000065,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000065_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,21862,307200,0.07116536458333333,False,False,2,0.8655200805049859,False,,True,0,0.0,OK
000066,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000066_attribute_pigment_network.png,True,6688,4419,L,1,0,True,0,29554272,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000067,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000067_attribute_pigment_network.png,True,640,480,L,1,0,True,0,307200,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000068,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000068_attribute_pigment_network.png,True,3872,2592,L,1,0,True,0,10036224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000069,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000069_attribute_pigment_network.png,True,767,576,L,2,"0,255",True,33257,441792,0.07527750615674345,False,False,4,0.3835282797606519,False,,True,0,0.0,OK
000070,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000070_attribute_pigment_network.png,True,6601,4382,L,2,"0,255",True,1331421,28925582,0.046029186206175556,False,False,6,0.3501957682806565,False,,True,8046,0.006043167412861897,OK
000071,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000071_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,121882,307200,0.3967513020833333,False,False,1,1.0,True,,True,5219,0.042820104691422854,OK
000072,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000072_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000073,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000073_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,187879,7077888,0.026544500280309608,False,False,4,0.3748636090249576,False,,True,35525,0.18908446393689554,attribute_outside_lesion
000074,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000074_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,503418,7077888,0.07112545437282985,False,False,2,0.9629671565180427,False,,True,0,0.0,OK
000075,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000075_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000076,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000076_attribute_pigment_network.png,True,3008,2000,L,1,0,True,0,6016000,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000077,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000077_attribute_pigment_network.png,True,1831,1528,L,2,"0,255",True,674929,2797768,0.241238372874377,False,False,4,0.5426170752775478,True,,True,74843,0.1108901825229024,attribute_outside_lesion
000078,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000078_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000079,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000079_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,84638,7077888,0.011958086932146991,False,False,1,1.0,False,,True,3598,0.04251045629622628,OK
000080,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000080_attribute_pigment_network.png,True,1503,1129,L,1,0,True,0,1696887,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000081,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000081_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000082,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000082_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,138261,7077888,0.01953421698676215,False,False,7,0.29044343668858175,False,,True,0,0.0,OK
000083,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000083_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,107686,786432,0.1369298299153646,False,False,6,0.8546607729881321,False,,True,0,0.0,OK
000084,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000084_attribute_pigment_network.png,True,3024,2016,L,1,0,True,0,6096384,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000085,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000085_attribute_pigment_network.png,True,2048,1536,L,2,"0,255",True,30807,3145728,0.009793281555175781,False,False,2,0.5534131853150258,False,,True,0,0.0,OK
000086,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000086_attribute_pigment_network.png,True,1024,768,L,1,0,True,0,786432,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000087,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000087_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000088,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000088_attribute_pigment_network.png,True,1022,767,L,2,"0,255",True,165537,783874,0.21117807198605898,False,False,2,0.8634383853760791,False,,True,8789,0.05309387025257193,attribute_outside_lesion
000089,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000089_attribute_pigment_network.png,True,3008,2000,L,1,0,True,0,6016000,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000090,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000090_attribute_pigment_network.png,True,4288,2848,L,2,"0,255",True,840000,12212224,0.0687835401643468,False,False,1,1.0,False,,True,11883,0.014146428571428572,OK
000091,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000091_attribute_pigment_network.png,True,6642,4420,L,2,"0,255",True,12351005,29357640,0.420708374378867,False,False,1,1.0,True,,True,103023,0.008341264536772513,OK
000092,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000092_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,70861,786432,0.0901044209798177,False,False,5,0.49300743709515815,False,,True,0,0.0,OK
000093,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000093_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000094,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000094_attribute_pigment_network.png,True,2048,1536,L,2,"0,255",True,79674,3145728,0.025327682495117188,False,False,3,0.46868489093054194,False,,True,1594,0.020006526595878205,OK
000095,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000095_attribute_pigment_network.png,True,1057,704,L,1,0,True,0,744128,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000096,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000096_attribute_pigment_network.png,True,6688,4439,L,2,"0,255",True,2353401,29688032,0.07927103419990925,False,False,3,0.6857892046446823,False,,True,0,0.0,OK
000097,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000097_attribute_pigment_network.png,True,2370,1720,L,2,"0,255",True,51195,4076400,0.012558875478363261,False,False,1,1.0,False,,True,1,1.953315753491552e-05,OK
000098,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000098_attribute_pigment_network.png,True,6621,4420,L,2,"0,255",True,3485965,29264820,0.11911793750995223,False,False,4,0.934316896469127,False,,True,12315,0.0035327377067755988,OK
000099,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000099_attribute_pigment_network.png,True,3008,2000,L,2,"0,255",True,131480,6016000,0.021855053191489362,False,False,3,0.8947748707027685,False,,True,1130,0.008594463036203225,OK
000100,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000100_attribute_pigment_network.png,True,1859,1351,L,2,"0,255",True,37663,2511509,0.014996163660970356,False,False,2,0.5642142155431059,False,,True,19,0.0005044738868385418,OK
000101,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000101_attribute_pigment_network.png,True,4288,2848,L,1,0,True,0,12212224,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000102,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000102_attribute_pigment_network.png,True,3872,2592,L,2,"0,255",True,31204,10036224,0.003109137460463218,False,False,1,1.0,False,,True,5586,0.1790155108319446,attribute_outside_lesion
000103,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000103_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,1446210,7077888,0.2043279012044271,False,False,3,0.9378195421135244,True,,True,37136,0.025678151858996964,OK
000104,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000104_attribute_pigment_network.png,True,965,649,L,2,"0,255",True,39577,626285,0.06319327462736614,False,False,6,0.37183212471890237,False,,True,135,0.0034110720873234456,OK
000105,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000105_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,38592,786432,0.049072265625,False,False,3,0.707089552238806,False,,True,8,0.00020729684908789387,OK
000106,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000106_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,243203,7077888,0.03436095626265914,False,False,1,1.0,False,,True,73,0.00030016077104312036,OK
000107,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000107_attribute_pigment_network.png,True,3024,2016,L,2,"0,255",True,68746,6096384,0.011276520639119846,False,False,3,0.5437552730340675,False,,True,0,0.0,OK
000108,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000108_attribute_pigment_network.png,True,1024,768,L,2,"0,255",True,15800,786432,0.020090738932291668,False,False,7,0.35037974683544304,False,,True,0,0.0,OK
000109,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000109_attribute_pigment_network.png,True,2048,1536,L,2,"0,255",True,395792,3145728,0.12581888834635416,False,False,1,1.0,False,,True,21007,0.053075858026438126,attribute_outside_lesion
000110,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000110_attribute_pigment_network.png,True,6688,4439,L,1,0,True,0,29688032,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000111,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000111_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,344366,7077888,0.048653779206452544,False,False,1,1.0,False,,True,17279,0.05017626594960013,attribute_outside_lesion
000112,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000112_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,23990,7077888,0.0033894291630497684,False,False,1,1.0,False,,True,2110,0.08795331388078366,attribute_outside_lesion
000113,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000113_attribute_pigment_network.png,True,640,480,L,2,"0,255",True,45320,307200,0.14752604166666666,False,False,1,1.0,False,,True,507,0.01118711385701677,OK
000114,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000114_attribute_pigment_network.png,True,6641,4401,L,1,0,True,0,29227041,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000115,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000115_attribute_pigment_network.png,True,3872,2592,L,2,"0,255",True,31612,10036224,0.003149790199979594,False,False,1,1.0,False,,True,17274,0.5464380614956346,attribute_outside_lesion
000116,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000116_attribute_pigment_network.png,True,3072,2304,L,1,0,True,0,7077888,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000117,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000117_attribute_pigment_network.png,True,6760,4480,L,2,"0,255",True,997083,30284800,0.032923545805156385,False,False,5,0.4104793683173818,True,,True,5543,0.00555921623375386,OK
000118,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000118_attribute_pigment_network.png,True,3008,2000,L,2,"0,255",True,210862,6016000,0.03505019946808511,False,False,3,0.5038271476131309,False,,True,904,0.004287164116815737,OK
000119,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000119_attribute_pigment_network.png,True,3072,2304,L,2,"0,255",True,154241,7077888,0.021791952627676504,False,False,3,0.40554067984517733,False,,True,1157,0.0075012480468876624,OK
000120,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000120_attribute_pigment_network.png,True,1504,1129,L,1,0,True,0,1698016,0.0,True,False,0,0.0,False,,True,0,0.0,OK
000121,pigment_network,D:\Biology-AI\data\Task2_Attributes\masks\pigment_network\000121_attribute_pigment_network.png,True,3008,2000,L,2,"0,255",True,51714,6016000,0.008596077127659574,False,False,3,0.5806744788645242,False,,True,0,0.0,OK
