image_id,mask_path,readable,width,height,mode,unique_value_count,unique_values,binary_values,foreground_pixels,total_pixels,foreground_ratio,empty_mask,full_mask,connected_components,largest_component_fraction,touches_image_border,error,status
000045,D:\Biology-AI\data\Task1_Segmentation\masks\000045_segmentation.png,True,3008,2000,L,2,"0,255",True,58835,6016000,0.009779753989361702,False,False,1,1.0,False,,OK
000046,D:\Biology-AI\data\Task1_Segmentation\masks\000046_segmentation.png,True,3072,2304,L,2,"0,255",True,2027766,7077888,0.28649308946397567,False,False,1,1.0,False,,OK
000047,D:\Biology-AI\data\Task1_Segmentation\masks\000047_segmentation.png,True,3072,2304,L,2,"0,255",True,1615645,7077888,0.22826653939706307,False,False,1,1.0,False,,OK
000048,D:\Biology-AI\data\Task1_Segmentation\masks\000048_segmentation.png,True,3872,2592,L,2,"0,255",True,323576,10036224,0.03224081088664422,False,False,1,1.0,False,,OK
000049,D:\Biology-AI\data\Task1_Segmentation\masks\000049_segmentation.png,True,1024,768,L,2,"0,255",True,503856,786432,0.64068603515625,False,False,1,1.0,True,,OK
000050,D:\Biology-AI\data\Task1_Segmentation\masks\000050_segmentation.png,True,1024,768,L,2,"0,255",True,95417,786432,0.12132898966471355,False,False,1,1.0,False,,OK
000051,D:\Biology-AI\data\Task1_Segmentation\masks\000051_segmentation.png,True,1504,1129,L,2,"0,255",True,694575,1698016,0.40905091589242976,False,False,1,1.0,False,,OK
000052,D:\Biology-AI\data\Task1_Segmentation\masks\000052_segmentation.png,True,2592,3872,L,2,"0,255",True,631816,10036224,0.06295355703499643,False,False,1,1.0,False,,OK
000053,D:\Biology-AI\data\Task1_Segmentation\masks\000053_segmentation.png,True,2048,1536,L,2,"0,255",True,343032,3145728,0.10904693603515625,False,False,1,1.0,False,,OK
000054,D:\Biology-AI\data\Task1_Segmentation\masks\000054_segmentation.png,True,6680,4422,L,2,"0,255",True,19226645,29538960,0.6508910604841877,False,False,1,1.0,False,,OK
000055,D:\Biology-AI\data\Task1_Segmentation\masks\000055_segmentation.png,True,767,576,L,2,"0,255",True,100607,441792,0.22772481167608286,False,False,1,1.0,False,,OK
000056,D:\Biology-AI\data\Task1_Segmentation\masks\000056_segmentation.png,True,6642,4420,L,2,"0,255",True,17072285,29357640,0.5815278407937423,False,False,1,1.0,True,,OK
000057,D:\Biology-AI\data\Task1_Segmentation\masks\000057_segmentation.png,True,640,480,L,2,"0,255",True,205676,307200,0.6695182291666667,False,False,1,1.0,True,,OK
000058,D:\Biology-AI\data\Task1_Segmentation\masks\000058_segmentation.png,True,3008,2000,L,2,"0,255",True,788345,6016000,0.13104138962765957,False,False,1,1.0,False,,OK
000059,D:\Biology-AI\data\Task1_Segmentation\masks\000059_segmentation.png,True,3872,2592,L,2,"0,255",True,2493383,10036224,0.24843835689598,False,False,1,1.0,True,,OK
000060,D:\Biology-AI\data\Task1_Segmentation\masks\000060_segmentation.png,True,824,719,L,2,"0,255",True,251735,592456,0.4249007521233644,False,False,1,1.0,True,,OK
000061,D:\Biology-AI\data\Task1_Segmentation\masks\000061_segmentation.png,True,2048,1536,L,2,"0,255",True,705912,3145728,0.22440338134765625,False,False,1,1.0,False,,OK
000062,D:\Biology-AI\data\Task1_Segmentation\masks\000062_segmentation.png,True,4288,2848,L,2,"0,255",True,406571,12212224,0.03329213417637934,False,False,1,1.0,False,,OK
000063,D:\Biology-AI\data\Task1_Segmentation\masks\000063_segmentation.png,True,6668,4439,L,2,"0,255",True,6101253,29599252,0.2061286210881275,False,False,1,1.0,False,,OK
000064,D:\Biology-AI\data\Task1_Segmentation\masks\000064_segmentation.png,True,640,480,L,2,"0,255",True,18334,307200,0.05968098958333334,False,False,1,1.0,False,,OK
000065,D:\Biology-AI\data\Task1_Segmentation\masks\000065_segmentation.png,True,640,480,L,2,"0,255",True,232526,307200,0.7569205729166667,False,False,1,1.0,True,,OK
000066,D:\Biology-AI\data\Task1_Segmentation\masks\000066_segmentation.png,True,6688,4419,L,2,"0,255",True,2829374,29554272,0.09573485687619035,False,False,1,1.0,False,,OK
000067,D:\Biology-AI\data\Task1_Segmentation\masks\000067_segmentation.png,True,640,480,L,2,"0,255",True,45536,307200,0.14822916666666666,False,False,1,1.0,False,,OK
000068,D:\Biology-AI\data\Task1_Segmentation\masks\000068_segmentation.png,True,3872,2592,L,2,"0,255",True,6247748,10036224,0.6225197843332313,False,False,1,1.0,True,,OK
000069,D:\Biology-AI\data\Task1_Segmentation\masks\000069_segmentation.png,True,767,576,L,2,"0,255",True,160090,441792,0.3623650948862813,False,False,1,1.0,False,,OK
000070,D:\Biology-AI\data\Task1_Segmentation\masks\000070_segmentation.png,True,6601,4382,L,2,"0,255",True,18674135,28925582,0.6455923687205326,False,False,1,1.0,True,,OK
000071,D:\Biology-AI\data\Task1_Segmentation\masks\000071_segmentation.png,True,640,480,L,2,"0,255",True,131599,307200,0.42838216145833335,False,False,1,1.0,False,,OK
000072,D:\Biology-AI\data\Task1_Segmentation\masks\000072_segmentation.png,True,4288,2848,L,2,"0,255",True,1798761,12212224,0.14729184463042932,False,False,1,1.0,False,,OK
000073,D:\Biology-AI\data\Task1_Segmentation\masks\000073_segmentation.png,True,3072,2304,L,2,"0,255",True,478019,7077888,0.06753695452654804,False,False,1,1.0,False,,OK
000074,D:\Biology-AI\data\Task1_Segmentation\masks\000074_segmentation.png,True,3072,2304,L,2,"0,255",True,3591036,7077888,0.5073598225911459,False,False,1,1.0,False,,OK
000075,D:\Biology-AI\data\Task1_Segmentation\masks\000075_segmentation.png,True,4288,2848,L,2,"0,255",True,1254965,12212224,0.10276301843136844,False,False,1,1.0,False,,OK
000076,D:\Biology-AI\data\Task1_Segmentation\masks\000076_segmentation.png,True,3008,2000,L,2,"0,255",True,67468,6016000,0.011214760638297872,False,False,1,1.0,False,,OK
000077,D:\Biology-AI\data\Task1_Segmentation\masks\000077_segmentation.png,True,1831,1528,L,2,"0,255",True,1836948,2797768,0.6565762422045002,False,False,1,1.0,False,,OK
000078,D:\Biology-AI\data\Task1_Segmentation\masks\000078_segmentation.png,True,3072,2304,L,2,"0,255",True,2055238,7077888,0.2903744732892072,False,False,1,1.0,False,,OK
000079,D:\Biology-AI\data\Task1_Segmentation\masks\000079_segmentation.png,True,3072,2304,L,2,"0,255",True,2253633,7077888,0.31840472751193577,False,False,1,1.0,False,,OK
000080,D:\Biology-AI\data\Task1_Segmentation\masks\000080_segmentation.png,True,1503,1129,L,2,"0,255",True,844635,1696887,0.49775559598252567,False,False,1,1.0,False,,OK
000081,D:\Biology-AI\data\Task1_Segmentation\masks\000081_segmentation.png,True,3072,2304,L,2,"0,255",True,396799,7077888,0.056061780011212384,False,False,1,1.0,False,,OK
000082,D:\Biology-AI\data\Task1_Segmentation\masks\000082_segmentation.png,True,3072,2304,L,2,"0,255",True,7047055,7077888,0.9956437570077402,False,False,1,1.0,True,,very_large_lesion
000083,D:\Biology-AI\data\Task1_Segmentation\masks\000083_segmentation.png,True,1024,768,L,2,"0,255",True,431056,786432,0.5481160481770834,False,False,1,1.0,False,,OK
000084,D:\Biology-AI\data\Task1_Segmentation\masks\000084_segmentation.png,True,3024,2016,L,2,"0,255",True,455763,6096384,0.07475956238977072,False,False,1,1.0,False,,OK
000085,D:\Biology-AI\data\Task1_Segmentation\masks\000085_segmentation.png,True,2048,1536,L,2,"0,255",True,1380984,3145728,0.43900299072265625,False,False,1,1.0,False,,OK
000086,D:\Biology-AI\data\Task1_Segmentation\masks\000086_segmentation.png,True,1024,768,L,2,"0,255",True,284553,786432,0.3618278503417969,False,False,1,1.0,False,,OK
000087,D:\Biology-AI\data\Task1_Segmentation\masks\000087_segmentation.png,True,4288,2848,L,2,"0,255",True,380092,12212224,0.03112389684303203,False,False,1,1.0,False,,OK
000088,D:\Biology-AI\data\Task1_Segmentation\masks\000088_segmentation.png,True,1022,767,L,2,"0,255",True,368211,783874,0.46973238045910437,False,False,1,1.0,False,,OK
000089,D:\Biology-AI\data\Task1_Segmentation\masks\000089_segmentation.png,True,3008,2000,L,2,"0,255",True,278766,6016000,0.0463374335106383,False,False,1,1.0,False,,OK
000090,D:\Biology-AI\data\Task1_Segmentation\masks\000090_segmentation.png,True,4288,2848,L,2,"0,255",True,962879,12212224,0.07884550758322154,False,False,1,1.0,False,,OK
000091,D:\Biology-AI\data\Task1_Segmentation\masks\000091_segmentation.png,True,6642,4420,L,2,"0,255",True,17053886,29357640,0.580901121479792,False,False,1,1.0,True,,OK
000092,D:\Biology-AI\data\Task1_Segmentation\masks\000092_segmentation.png,True,1024,768,L,2,"0,255",True,578294,786432,0.7353388468424479,False,False,1,1.0,False,,OK
000093,D:\Biology-AI\data\Task1_Segmentation\masks\000093_segmentation.png,True,3072,2304,L,2,"0,255",True,4247645,7077888,0.6001288802535446,False,False,1,1.0,True,,OK
000094,D:\Biology-AI\data\Task1_Segmentation\masks\000094_segmentation.png,True,2048,1536,L,2,"0,255",True,765883,3145728,0.243467648824056,False,False,1,1.0,False,,OK
000095,D:\Biology-AI\data\Task1_Segmentation\masks\000095_segmentation.png,True,1057,704,L,2,"0,255",True,228547,744128,0.30713398770104067,False,False,1,1.0,False,,OK
000096,D:\Biology-AI\data\Task1_Segmentation\masks\000096_segmentation.png,True,6688,4439,L,2,"0,255",True,8698937,29688032,0.29301157449574294,False,False,1,1.0,False,,OK
000097,D:\Biology-AI\data\Task1_Segmentation\masks\000097_segmentation.png,True,2370,1720,L,2,"0,255",True,207453,4076400,0.050891227553723876,False,False,1,1.0,False,,OK
000098,D:\Biology-AI\data\Task1_Segmentation\masks\000098_segmentation.png,True,6621,4420,L,2,"0,255",True,10491463,29264820,0.3585008552931472,False,False,1,1.0,False,,OK
000099,D:\Biology-AI\data\Task1_Segmentation\masks\000099_segmentation.png,True,3008,2000,L,2,"0,255",True,467956,6016000,0.07778523936170213,False,False,1,1.0,False,,OK
000100,D:\Biology-AI\data\Task1_Segmentation\masks\000100_segmentation.png,True,1859,1351,L,2,"0,255",True,488510,2511509,0.19450856039138223,False,False,1,1.0,False,,OK
000101,D:\Biology-AI\data\Task1_Segmentation\masks\000101_segmentation.png,True,4288,2848,L,2,"0,255",True,544704,12212224,0.044603177930571856,False,False,1,1.0,False,,OK
000102,D:\Biology-AI\data\Task1_Segmentation\masks\000102_segmentation.png,True,3872,2592,L,2,"0,255",True,186107,10036224,0.018543527924446485,False,False,1,1.0,False,,OK
000103,D:\Biology-AI\data\Task1_Segmentation\masks\000103_segmentation.png,True,3072,2304,L,2,"0,255",True,3035647,7077888,0.4288916411223235,False,False,1,1.0,True,,OK
000104,D:\Biology-AI\data\Task1_Segmentation\masks\000104_segmentation.png,True,965,649,L,2,"0,255",True,184908,626285,0.295245774687243,False,False,1,1.0,False,,OK
000105,D:\Biology-AI\data\Task1_Segmentation\masks\000105_segmentation.png,True,1024,768,L,2,"0,255",True,141128,786432,0.17945353190104166,False,False,1,1.0,False,,OK
000106,D:\Biology-AI\data\Task1_Segmentation\masks\000106_segmentation.png,True,3072,2304,L,2,"0,255",True,1611459,7077888,0.22767512003580728,False,False,1,1.0,False,,OK
000107,D:\Biology-AI\data\Task1_Segmentation\masks\000107_segmentation.png,True,3024,2016,L,2,"0,255",True,513506,6096384,0.08423124265138154,False,False,1,1.0,False,,OK
000108,D:\Biology-AI\data\Task1_Segmentation\masks\000108_segmentation.png,True,1024,768,L,2,"0,255",True,688969,786432,0.8760693868001302,False,False,1,1.0,True,,OK
000109,D:\Biology-AI\data\Task1_Segmentation\masks\000109_segmentation.png,True,2048,1536,L,2,"0,255",True,706104,3145728,0.22446441650390625,False,False,1,1.0,False,,OK
000110,D:\Biology-AI\data\Task1_Segmentation\masks\000110_segmentation.png,True,6688,4439,L,2,"0,255",True,8149929,29688032,0.2745190048299598,False,False,1,1.0,False,,OK
000111,D:\Biology-AI\data\Task1_Segmentation\masks\000111_segmentation.png,True,3072,2304,L,2,"0,255",True,515955,7077888,0.07289674546983507,False,False,1,1.0,False,,OK
000112,D:\Biology-AI\data\Task1_Segmentation\masks\000112_segmentation.png,True,3072,2304,L,2,"0,255",True,285790,7077888,0.04037786413122107,False,False,1,1.0,False,,OK
000113,D:\Biology-AI\data\Task1_Segmentation\masks\000113_segmentation.png,True,640,480,L,2,"0,255",True,188170,307200,0.6125325520833333,False,False,1,1.0,False,,OK
000114,D:\Biology-AI\data\Task1_Segmentation\masks\000114_segmentation.png,True,6641,4401,L,2,"0,255",True,4578651,29227041,0.15665804143498482,False,False,1,1.0,False,,OK
000115,D:\Biology-AI\data\Task1_Segmentation\masks\000115_segmentation.png,True,3872,2592,L,2,"0,255",True,364658,10036224,0.03633418305530048,False,False,1,1.0,False,,OK
000116,D:\Biology-AI\data\Task1_Segmentation\masks\000116_segmentation.png,True,3072,2304,L,2,"0,255",True,2427124,7077888,0.34291641800491895,False,False,1,1.0,False,,OK
000117,D:\Biology-AI\data\Task1_Segmentation\masks\000117_segmentation.png,True,6760,4480,L,2,"0,255",True,19465056,30284800,0.6427335164835165,False,False,1,1.0,False,,OK
000118,D:\Biology-AI\data\Task1_Segmentation\masks\000118_segmentation.png,True,3008,2000,L,2,"0,255",True,869562,6016000,0.14454155585106382,False,False,1,1.0,False,,OK
000119,D:\Biology-AI\data\Task1_Segmentation\masks\000119_segmentation.png,True,3072,2304,L,2,"0,255",True,729387,7077888,0.10305150349934895,False,False,1,1.0,False,,OK
000120,D:\Biology-AI\data\Task1_Segmentation\masks\000120_segmentation.png,True,1504,1129,L,2,"0,255",True,790488,1698016,0.4655362493639636,False,False,1,1.0,False,,OK
000121,D:\Biology-AI\data\Task1_Segmentation\masks\000121_segmentation.png,True,3008,2000,L,2,"0,255",True,1519984,6016000,0.252656914893617,False,False,1,1.0,False,,OK
000122,D:\Biology-AI\data\Task1_Segmentation\masks\000122_segmentation.png,True,640,480,L,2,"0,255",True,17520,307200,0.05703125,False,False,1,1.0,False,,OK
000123,D:\Biology-AI\data\Task1_Segmentation\masks\000123_segmentation.png,True,3072,2304,L,2,"0,255",True,5163957,7077888,0.729590098063151,False,False,1,1.0,True,,OK
000124,D:\Biology-AI\data\Task1_Segmentation\masks\000124_segmentation.png,True,3024,2016,L,2,"0,255",True,509178,6096384,0.08352131361803981,False,False,1,1.0,False,,OK
000125,D:\Biology-AI\data\Task1_Segmentation\masks\000125_segmentation.png,True,1024,768,L,2,"0,255",True,208832,786432,0.2655436197916667,False,False,1,1.0,False,,OK
000126,D:\Biology-AI\data\Task1_Segmentation\masks\000126_segmentation.png,True,640,480,L,2,"0,255",True,72853,307200,0.23715169270833333,False,False,1,1.0,False,,OK
000127,D:\Biology-AI\data\Task1_Segmentation\masks\000127_segmentation.png,True,6620,4401,L,2,"0,255",True,7024297,29134620,0.24109794464455003,False,False,1,1.0,False,,OK
000128,D:\Biology-AI\data\Task1_Segmentation\masks\000128_segmentation.png,True,3872,2592,L,2,"0,255",True,122392,10036224,0.012195024742373228,False,False,1,1.0,False,,OK
000129,D:\Biology-AI\data\Task1_Segmentation\masks\000129_segmentation.png,True,767,576,L,2,"0,255",True,177091,441792,0.40084700492539477,False,False,1,1.0,False,,OK
000130,D:\Biology-AI\data\Task1_Segmentation\masks\000130_segmentation.png,True,3008,2000,L,2,"0,255",True,444346,6016000,0.07386070478723404,False,False,1,1.0,False,,OK
000131,D:\Biology-AI\data\Task1_Segmentation\masks\000131_segmentation.png,True,640,480,L,2,"0,255",True,35946,307200,0.11701171875,False,False,1,1.0,False,,OK
000132,D:\Biology-AI\data\Task1_Segmentation\masks\000132_segmentation.png,True,3072,2304,L,2,"0,255",True,1707461,7077888,0.24123877066153068,False,False,1,1.0,False,,OK
000133,D:\Biology-AI\data\Task1_Segmentation\masks\000133_segmentation.png,True,1024,768,L,2,"0,255",True,195227,786432,0.24824396769205728,False,False,1,1.0,False,,OK
000134,D:\Biology-AI\data\Task1_Segmentation\masks\000134_segmentation.png,True,3872,2592,L,2,"0,255",True,3959730,10036224,0.3945438045224977,False,False,1,1.0,False,,OK
000135,D:\Biology-AI\data\Task1_Segmentation\masks\000135_segmentation.png,True,3072,2304,L,2,"0,255",True,118182,7077888,0.016697353786892362,False,False,1,1.0,False,,OK
000136,D:\Biology-AI\data\Task1_Segmentation\masks\000136_segmentation.png,True,3072,2304,L,2,"0,255",True,321206,7077888,0.04538161666304977,False,False,1,1.0,False,,OK
000137,D:\Biology-AI\data\Task1_Segmentation\masks\000137_segmentation.png,True,3024,2016,L,2,"0,255",True,727793,6096384,0.11938109541656168,False,False,1,1.0,False,,OK
000138,D:\Biology-AI\data\Task1_Segmentation\masks\000138_segmentation.png,True,1024,768,L,2,"0,255",True,36699,786432,0.046665191650390625,False,False,1,1.0,False,,OK
000139,D:\Biology-AI\data\Task1_Segmentation\masks\000139_segmentation.png,True,3008,2000,L,2,"0,255",True,238729,6016000,0.039682347074468084,False,False,1,1.0,False,,OK
000140,D:\Biology-AI\data\Task1_Segmentation\masks\000140_segmentation.png,True,3872,2592,L,2,"0,255",True,306942,10036224,0.030583414638812367,False,False,1,1.0,False,,OK
000141,D:\Biology-AI\data\Task1_Segmentation\masks\000141_segmentation.png,True,3872,2592,L,2,"0,255",True,945753,10036224,0.09423394695056626,False,False,1,1.0,False,,OK
000142,D:\Biology-AI\data\Task1_Segmentation\masks\000142_segmentation.png,True,3008,2000,L,2,"0,255",True,361298,6016000,0.060056183510638295,False,False,1,1.0,False,,OK
000143,D:\Biology-AI\data\Task1_Segmentation\masks\000143_segmentation.png,True,767,576,L,2,"0,255",True,159735,441792,0.36156154932637985,False,False,1,1.0,False,,OK
000144,D:\Biology-AI\data\Task1_Segmentation\masks\000144_segmentation.png,True,6681,4420,L,2,"0,255",True,2307170,29530020,0.07812964569614243,False,False,1,1.0,False,,OK
000145,D:\Biology-AI\data\Task1_Segmentation\masks\000145_segmentation.png,True,3072,2304,L,2,"0,255",True,1079332,7077888,0.15249351218894677,False,False,1,1.0,False,,OK
000146,D:\Biology-AI\data\Task1_Segmentation\masks\000146_segmentation.png,True,1024,768,L,2,"0,255",True,293166,786432,0.37277984619140625,False,False,1,1.0,False,,OK
000147,D:\Biology-AI\data\Task1_Segmentation\masks\000147_segmentation.png,True,3008,2000,L,2,"0,255",True,37467,6016000,0.006227892287234043,False,False,1,1.0,False,,OK
000148,D:\Biology-AI\data\Task1_Segmentation\masks\000148_segmentation.png,True,6621,4420,L,2,"0,255",True,12513997,29264820,0.4276123003661051,False,False,1,1.0,False,,OK
000149,D:\Biology-AI\data\Task1_Segmentation\masks\000149_segmentation.png,True,2725,2082,L,2,"0,255",True,1316921,5673450,0.23211996228044665,False,False,1,1.0,False,,OK
000150,D:\Biology-AI\data\Task1_Segmentation\masks\000150_segmentation.png,True,1024,768,L,2,"0,255",True,567779,786432,0.7219683329264323,False,False,1,1.0,True,,OK
000151,D:\Biology-AI\data\Task1_Segmentation\masks\000151_segmentation.png,True,1024,768,L,2,"0,255",True,379083,786432,0.4820289611816406,False,False,1,1.0,False,,OK
000152,D:\Biology-AI\data\Task1_Segmentation\masks\000152_segmentation.png,True,640,480,L,2,"0,255",True,151072,307200,0.4917708333333333,False,False,1,1.0,False,,OK
000153,D:\Biology-AI\data\Task1_Segmentation\masks\000153_segmentation.png,True,3072,2304,L,2,"0,255",True,1729458,7077888,0.24434661865234375,False,False,1,1.0,False,,OK
000154,D:\Biology-AI\data\Task1_Segmentation\masks\000154_segmentation.png,True,1024,768,L,2,"0,255",True,383510,786432,0.48765818277994794,False,False,1,1.0,False,,OK
000155,D:\Biology-AI\data\Task1_Segmentation\masks\000155_segmentation.png,True,1022,767,L,2,"0,255",True,96534,783874,0.1231498939880644,False,False,1,1.0,False,,OK
000156,D:\Biology-AI\data\Task1_Segmentation\masks\000156_segmentation.png,True,4288,2848,L,2,"0,255",True,1135992,12212224,0.09302089447425792,False,False,1,1.0,False,,OK
