dataset,file_path,readable,format,mode,mode_is_rgb,width,height,pixel_min,pixel_max,pixel_mean,pixel_std,all_black,all_white,near_uniform,error
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000067.jpg,True,JPEG,RGB,True,640,480,0.0,231.0,118.04756164550781,37.993099212646484,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000068.jpg,True,JPEG,RGB,True,3872,2592,24.0,255.0,143.3470001220703,57.31073760986328,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000069.jpg,True,JPEG,RGB,True,767,576,0.0,255.0,171.97479248046875,61.48666763305664,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000070.jpg,True,JPEG,RGB,True,6601,4382,0.0,255.0,125.96758270263672,62.51219177246094,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000071.jpg,True,JPEG,RGB,True,640,480,0.0,241.0,137.04920959472656,50.761043548583984,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000072.jpg,True,JPEG,RGB,True,4288,2848,16.0,255.0,158.37875366210938,16.001859664916992,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000073.jpg,True,JPEG,RGB,True,3072,2304,3.0,245.0,180.61009216308594,33.53929901123047,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000074.jpg,True,JPEG,RGB,True,3072,2304,11.0,235.0,154.6665496826172,33.53004455566406,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000075.jpg,True,JPEG,RGB,True,4288,2848,11.0,238.0,124.48392486572266,17.031068801879883,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000076.jpg,True,JPEG,RGB,True,3008,2000,0.0,255.0,153.99366760253906,32.027042388916016,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000077.jpg,True,JPEG,RGB,True,1831,1528,0.0,255.0,133.91322326660156,58.616275787353516,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000078.jpg,True,JPEG,RGB,True,3072,2304,60.0,220.0,149.01266479492188,18.402727127075195,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000079.jpg,True,JPEG,RGB,True,3072,2304,4.0,189.0,137.9226531982422,22.44742774963379,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000080.jpg,True,JPEG,RGB,True,1503,1129,0.0,255.0,139.07383728027344,60.27465057373047,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000081.jpg,True,JPEG,RGB,True,3072,2304,6.0,218.0,144.79270935058594,34.99615478515625,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000082.jpg,True,JPEG,RGB,True,3072,2304,0.0,255.0,122.25914001464844,39.17905044555664,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000083.jpg,True,JPEG,RGB,True,1024,768,0.0,242.0,126.10079956054688,34.43239212036133,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000084.jpg,True,JPEG,RGB,True,3024,2016,0.0,255.0,143.9597625732422,44.22346115112305,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000085.jpg,True,JPEG,RGB,True,2048,1536,27.0,255.0,171.40965270996094,35.999691009521484,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000086.jpg,True,JPEG,RGB,True,1024,768,26.0,249.0,139.0761260986328,33.13665771484375,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000087.jpg,True,JPEG,RGB,True,4288,2848,0.0,255.0,161.07177734375,32.57841873168945,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000088.jpg,True,JPEG,RGB,True,1022,767,16.0,255.0,150.32412719726562,72.34929656982422,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000089.jpg,True,JPEG,RGB,True,3008,2000,4.0,255.0,140.0710906982422,21.612518310546875,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000090.jpg,True,JPEG,RGB,True,4288,2848,4.0,255.0,134.03846740722656,26.410226821899414,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000091.jpg,True,JPEG,RGB,True,6642,4420,0.0,255.0,140.5417022705078,56.32121658325195,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000092.jpg,True,JPEG,RGB,True,1024,768,0.0,255.0,168.28297424316406,51.79517364501953,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000093.jpg,True,JPEG,RGB,True,3072,2304,0.0,255.0,135.5237579345703,43.15102005004883,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000094.jpg,True,JPEG,RGB,True,2048,1536,0.0,255.0,164.34423828125,53.77666091918945,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000095.jpg,True,JPEG,RGB,True,1057,704,0.0,255.0,173.653564453125,49.645389556884766,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000096.jpg,True,JPEG,RGB,True,6688,4439,0.0,255.0,180.91932678222656,56.0406379699707,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000097.jpg,True,JPEG,RGB,True,2370,1720,40.0,237.0,183.8645782470703,23.87978172302246,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000098.jpg,True,JPEG,RGB,True,6621,4420,0.0,255.0,170.64175415039062,51.83195114135742,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000099.jpg,True,JPEG,RGB,True,3008,2000,0.0,255.0,150.16995239257812,31.134963989257812,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000100.jpg,True,JPEG,RGB,True,1859,1351,18.0,255.0,150.24195861816406,27.85761260986328,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000101.jpg,True,JPEG,RGB,True,4288,2848,8.0,225.0,118.03162384033203,18.93889045715332,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000102.jpg,True,JPEG,RGB,True,3872,2592,1.0,255.0,133.73777770996094,17.914583206176758,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000103.jpg,True,JPEG,RGB,True,3072,2304,0.0,255.0,126.34683990478516,45.118988037109375,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000104.jpg,True,JPEG,RGB,True,965,649,0.0,255.0,170.1263427734375,66.45917510986328,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000105.jpg,True,JPEG,RGB,True,1024,768,0.0,255.0,143.84486389160156,50.652015686035156,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000106.jpg,True,JPEG,RGB,True,3072,2304,0.0,226.0,147.85537719726562,37.059913635253906,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000107.jpg,True,JPEG,RGB,True,3024,2016,0.0,255.0,153.39892578125,34.15919494628906,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000108.jpg,True,JPEG,RGB,True,1024,768,9.0,255.0,135.8731231689453,53.007240295410156,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000109.jpg,True,JPEG,RGB,True,2048,1536,2.0,255.0,120.88232421875,49.76041793823242,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000110.jpg,True,JPEG,RGB,True,6688,4439,0.0,255.0,156.38735961914062,53.762794494628906,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000111.jpg,True,JPEG,RGB,True,3072,2304,2.0,255.0,142.04397583007812,36.46394348144531,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000112.jpg,True,JPEG,RGB,True,3072,2304,0.0,255.0,165.588134765625,37.481651306152344,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000113.jpg,True,JPEG,RGB,True,640,480,0.0,211.0,92.9186782836914,49.92744064331055,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000114.jpg,True,JPEG,RGB,True,6641,4401,0.0,255.0,172.12478637695312,61.59852600097656,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000115.jpg,True,JPEG,RGB,True,3872,2592,5.0,217.0,144.66014099121094,21.957454681396484,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000116.jpg,True,JPEG,RGB,True,3072,2304,27.0,255.0,156.65374755859375,50.58509826660156,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000117.jpg,True,JPEG,RGB,True,6760,4480,0.0,255.0,155.50778198242188,46.80998992919922,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000118.jpg,True,JPEG,RGB,True,3008,2000,3.0,247.0,130.6270294189453,21.390579223632812,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000119.jpg,True,JPEG,RGB,True,3072,2304,0.0,241.0,158.0178680419922,32.16807174682617,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000120.jpg,True,JPEG,RGB,True,1504,1129,0.0,255.0,160.23960876464844,48.65672302246094,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000121.jpg,True,JPEG,RGB,True,3008,2000,3.0,255.0,168.98651123046875,24.198627471923828,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000122.jpg,True,JPEG,RGB,True,640,480,0.0,253.0,163.37042236328125,43.71858596801758,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000123.jpg,True,JPEG,RGB,True,3072,2304,10.0,244.0,145.76429748535156,25.096288681030273,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000124.jpg,True,JPEG,RGB,True,3024,2016,0.0,255.0,131.72142028808594,47.507537841796875,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000125.jpg,True,JPEG,RGB,True,1024,768,3.0,235.0,173.78091430664062,39.077510833740234,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000126.jpg,True,JPEG,RGB,True,640,480,0.0,255.0,190.54275512695312,46.06224060058594,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000127.jpg,True,JPEG,RGB,True,6620,4401,0.0,255.0,133.20748901367188,64.69060516357422,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000128.jpg,True,JPEG,RGB,True,3872,2592,11.0,255.0,195.8451690673828,15.8546724319458,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000129.jpg,True,JPEG,RGB,True,767,576,0.0,255.0,193.7704315185547,51.865272521972656,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000130.jpg,True,JPEG,RGB,True,3008,2000,9.0,255.0,170.32754516601562,29.519079208374023,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000131.jpg,True,JPEG,RGB,True,640,480,0.0,240.0,151.170654296875,43.275054931640625,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000132.jpg,True,JPEG,RGB,True,3072,2304,15.0,255.0,168.74110412597656,48.0810546875,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000133.jpg,True,JPEG,RGB,True,1024,768,20.0,255.0,192.2993927001953,38.63386535644531,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000134.jpg,True,JPEG,RGB,True,3872,2592,32.0,197.0,134.3226318359375,28.747297286987305,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000135.jpg,True,JPEG,RGB,True,3072,2304,44.0,198.0,142.82089233398438,12.826835632324219,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000136.jpg,True,JPEG,RGB,True,3072,2304,13.0,194.0,137.8332061767578,26.78795623779297,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000137.jpg,True,JPEG,RGB,True,3024,2016,0.0,255.0,141.74990844726562,38.89935302734375,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000138.jpg,True,JPEG,RGB,True,1024,768,0.0,240.0,145.51893615722656,22.855052947998047,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000139.jpg,True,JPEG,RGB,True,3008,2000,0.0,243.0,122.47615814208984,25.905237197875977,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000140.jpg,True,JPEG,RGB,True,3872,2592,4.0,255.0,164.64356994628906,12.282305717468262,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000141.jpg,True,JPEG,RGB,True,3872,2592,2.0,255.0,137.48495483398438,20.514795303344727,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000142.jpg,True,JPEG,RGB,True,3008,2000,0.0,239.0,136.9243621826172,28.599653244018555,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000143.jpg,True,JPEG,RGB,True,767,576,0.0,255.0,184.371826171875,54.528717041015625,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000144.jpg,True,JPEG,RGB,True,6681,4420,0.0,255.0,165.19873046875,50.92982482910156,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000145.jpg,True,JPEG,RGB,True,3072,2304,43.0,255.0,159.47975158691406,27.705896377563477,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000146.jpg,True,JPEG,RGB,True,1024,768,14.0,243.0,152.99798583984375,36.64518356323242,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000147.jpg,True,JPEG,RGB,True,3008,2000,10.0,255.0,160.84080505371094,19.03067398071289,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000148.jpg,True,JPEG,RGB,True,6621,4420,0.0,255.0,127.90088653564453,65.03865814208984,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000149.jpg,True,JPEG,RGB,True,2725,2082,7.0,215.0,166.90199279785156,22.949085235595703,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000150.jpg,True,JPEG,RGB,True,1024,768,57.0,255.0,204.43731689453125,41.181358337402344,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000151.jpg,True,JPEG,RGB,True,1024,768,0.0,255.0,203.54676818847656,49.54111862182617,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000152.jpg,True,JPEG,RGB,True,640,480,0.0,238.0,83.4074935913086,57.21438980102539,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000153.jpg,True,JPEG,RGB,True,3072,2304,1.0,223.0,147.69264221191406,27.257144927978516,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000154.jpg,True,JPEG,RGB,True,1024,768,26.0,255.0,214.33035278320312,39.929786682128906,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000155.jpg,True,JPEG,RGB,True,1022,767,0.0,255.0,138.0843963623047,58.75910186767578,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000156.jpg,True,JPEG,RGB,True,4288,2848,14.0,255.0,155.68104553222656,20.648073196411133,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000157.jpg,True,JPEG,RGB,True,6668,4439,0.0,255.0,168.43174743652344,42.451637268066406,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000158.jpg,True,JPEG,RGB,True,4256,2848,0.0,255.0,142.54238891601562,31.87159538269043,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000159.jpg,True,JPEG,RGB,True,1024,768,0.0,222.0,179.5245819091797,25.508678436279297,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000160.jpg,True,JPEG,RGB,True,2173,1863,0.0,255.0,135.5843505859375,43.93897247314453,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000161.jpg,True,JPEG,RGB,True,1024,768,0.0,244.0,138.58810424804688,36.329505920410156,False,False,False,
task1_images,D:\Biology-AI\data\Task1_Segmentation\images\000162.jpg,True,JPEG,RGB,True,640,480,0.0,247.0,142.92520141601562,42.32126998901367,False,False,False,
