image_id,fold,development_role,duplicate_group_id,duplicate_group_size,image_sha256,task1_lesion_area_ratio,task1_area_bin,task1_empty_mask,task1_full_mask,attribute_count,no_attribute_present,multiple_attributes_present,pigment_network_present,pigment_network_foreground_pixels,pigment_network_area_ratio,negative_network_present,negative_network_foreground_pixels,negative_network_area_ratio,streaks_present,streaks_foreground_pixels,streaks_area_ratio,milia_like_cysts_present,milia_like_cysts_foreground_pixels,milia_like_cysts_area_ratio,globules_present,globules_foreground_pixels,globules_area_ratio,task1_area_bin_0,task1_area_bin_1,task1_area_bin_2,task1_area_bin_3
000015,4,train,image_group_002559,1,f2577b6083ff9bd74b1e4ae0ae140b2859e72c6ebb4676979017adb2cee5e2c9,0.011862533244680852,0,0,0,2,0,1,1,66963,0.011130817819148936,0,0,0.0,1,23416,0.003892287234042553,0,0,0.0,0,0,0.0,1,0,0,0
000016,0,val,image_group_000334,1,1fec752dea86d0c6b6bbcbb6bbc15cdc5b3508379c2d2b81b039f37be1ff4cc8,0.3939697830765336,3,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000017,4,train,image_group_001113,1,694b1f12f17783f33054670b8cd94a94df2cf06355303a41f84ba5fe3b8fc6fb,0.05409276803307899,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,15872,0.0012996813684387053,0,0,0.0,1,0,0,0
000018,4,train,image_group_001991,1,bb606980ec7b048cf8495d171791535d7b71458977b36eb59b68de7c5f5f0f7b,0.09657267514156719,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000019,1,train,image_group_000238,1,161ec8625db26d96cc34511e64f6d03df180184b8e87ae0eb4d12d4be72e6216,0.03233048604734211,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000020,0,val,image_group_000191,1,132572383f0c7d89e7ff1395bbf67c8e70c192969609bd33a1673c5309c73c3b,0.013844414893617022,0,0,0,1,0,0,1,30886,0.005133976063829787,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000021,3,train,image_group_002050,1,c13c741b78b0aaa976a60cabdb37c850b311eb1df2cb37849f22e7f5574b3885,0.04878587225389904,0,0,0,2,0,1,0,0,0.0,0,0,0.0,0,0,0.0,1,15759,0.0012904283445832635,1,98994,0.008106140208368272,1,0,0,0
000022,3,train,image_group_002482,1,ea7fd9be393b421fb115f2cfb140559c01751936cdead4760826c84d556ef5f0,0.029493481285636426,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000023,0,val,image_group_000108,1,0b7aad2160cb8eca28d2cb9cb4bc9c8a46ff151c28dbcdb013d1e7d8af9cfc8f,0.3300648268868608,2,0,0,1,0,0,1,39378,0.08913244241634072,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000024,2,train,image_group_000811,1,4d8ed16e2894357f026ae6db2f3369494af5ba55835a2e90ecfaf80f6c3f6419,0.04604221125178466,0,0,0,2,0,1,1,70596,0.011579979213907785,0,0,0.0,0,0,0.0,1,13975,0.0022923424771143027,0,0,0.0,1,0,0,0
000025,0,val,image_group_001964,1,b890d72a8ba565fe07ace7dd16aca04682b7ee0148fc6e9370eb0774f5ec4cb7,0.8464304606119791,3,0,0,2,0,1,1,152948,0.19448343912760416,0,0,0.0,0,0,0.0,1,10401,0.013225555419921875,0,0,0.0,0,0,0,1
000026,2,train,image_group_001785,1,a6ebb0d5869e833f874f776a442278288521bc605950bdf599494e1766fb4bba,0.027322705512116383,0,0,0,1,0,0,1,145188,0.011888743606406172,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000027,1,train,image_group_001460,1,89bd7b58c7adce36efa8c6963d821077148ea5d7703004f8844f300c6b6ba783,0.03657990551106825,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,31602,0.0025877350431829614,0,0,0.0,1,0,0,0
000028,2,train,image_group_000862,1,52aea44b51ebf3fdfa82a0e2e16357af291d2155344731d6dc1b5831df45feb6,0.18619791666666666,2,0,0,1,0,0,0,0,0.0,1,29231,0.03716913859049479,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000029,0,val,image_group_000212,1,14713f06a9ee3ec6798a8f32c15b7f0d899571b08e54cd3077f5752f706d322b,0.15851838289241993,2,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000030,1,train,image_group_000228,1,1588a1ab4301c5d640cdbfcd36e8a567784b4c2858daefc9334555043658489e,0.022195465789032365,0,0,0,2,0,1,0,0,0.0,0,0,0.0,0,0,0.0,1,16130,0.0013208077414891832,1,65038,0.0053256474823914135,1,0,0,0
000031,0,val,image_group_000581,1,368fd8ef75fff5723547fb40433076de2dbe05d5d93aaf6ba8e73b29e438de0e,0.2753659001103154,2,0,0,1,0,0,1,1243003,0.17561778315791376,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000032,2,train,image_group_000577,1,3637f7bdafae2b1f08b2bdd834ffbcefebf61dc5be114e7b08b2e5e6058d39db,0.1646092849715226,2,0,0,1,0,0,1,40708,0.05871145744544297,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000033,3,train,image_group_000839,1,509e26bc9978461bea712be6fedeceb7e73541c9f038f2d61c10128839a999fd,0.028225731382978722,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000034,0,val,image_group_002495,1,ebf3839e23cbce91908c5914a2061e600225d413059a659ab4468c7d1c95eb92,0.4676869710286458,3,0,0,1,0,0,1,24342,0.03095245361328125,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000035,0,val,image_group_000795,1,4c4257423cb0897ee392d0cac382b9c96c3fd1a572555ead97694927195f83fa,0.15102007737293227,1,0,0,1,0,0,0,0,0.0,0,0,0.0,1,2621371,0.0895260959127644,0,0,0.0,0,0,0.0,0,1,0,0
000036,2,train,image_group_002199,1,cfd8ea5f16ed290f302abf0a7fa515f7daf127359db37dada7e904aa19309a32,0.12399037679036458,1,0,0,2,0,1,1,4142,0.005266825358072917,0,0,0.0,0,0,0.0,1,1762,0.0022404988606770835,0,0,0.0,0,1,0,0
000037,0,val,image_group_001846,1,ac081f58f59439e23507c9ef5870bf80ff00520e12fe8b5db9a039bbcccd5a1a,0.2510844868647356,2,0,0,1,0,0,0,0,0.0,1,394604,0.013331553108166382,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000038,2,train,image_group_000217,1,14cdf24106a706f260ac9ee301ea9a21d468b6740589a0d2290020ac3b79c1c8,0.07212379989099446,1,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,45812,0.0037513232642964953,0,0,0.0,0,1,0,0
000039,4,train,image_group_000351,1,231bd647e40cb13a3fd5cb6d7cad93a50a5c27ee5cf7f8a2a88fd1b84f14e6d2,0.6399004904110005,3,0,0,1,0,0,1,6496288,0.2184903230163566,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000040,4,train,image_group_002376,1,e20bccf3a93d0e9c5a48e73b19e83dd71fa64ecc4f0dbb7158a32ac4179218f1,0.3948191933240612,3,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,104353,0.17613628691413372,0,0,0,1
000041,4,train,image_group_000771,1,49c7368bc0f84f3a4b90576b2b250e49c37b5a7b70f0ca60f8797e47a94d49f4,0.011463597074468085,0,0,0,1,0,0,1,112119,0.018636801861702128,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000042,3,train,image_group_002604,1,f6dbd8bede7cc9a866a1f0c71eecc3eaf9bd83f17b548f3f758a4a520725e7be,0.1339194686324508,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000043,4,train,image_group_000502,1,2fe68f723f9a759188e54519d6db9cda59e33260b2ea74ea6ee0db883c0c06bf,0.1597569783528646,2,0,0,3,0,1,1,35868,0.005067613389756944,1,109717,0.015501375551576968,0,0,0.0,0,0,0.0,1,51283,0.007245522958260996,0,0,1,0
000044,4,train,image_group_002237,1,d3a972e07c44c2c1d091c80907c91c3fc0c5cf5781116f79d2b5b45b284c33cf,0.12669177172609938,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000045,0,val,image_group_000953,1,5a1ac934b1475b680bb6f23ce7fdb95e40098834f0cbdf8b83b3fa7cf16a3136,0.009779753989361702,0,0,0,2,0,1,1,60428,0.010044547872340425,0,0,0.0,0,0,0.0,0,0,0.0,1,61375,0.010201961436170214,1,0,0,0
000046,4,train,image_group_001301,1,7a29209d147c04c922783ddb8640f190193f8920c3b094672b31f596e807ac47,0.28649308946397567,2,0,0,1,0,0,1,2505431,0.3539800290708189,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000047,0,val,image_group_002364,1,e041a2a195b2290c46c8485c09738be56944ba218708f5279187c82c15d736c0,0.22826653939706307,2,0,0,2,0,1,0,0,0.0,1,557329,0.07874227453161169,0,0,0.0,0,0,0.0,1,131254,0.01854423240379051,0,0,1,0
000048,0,val,image_group_000837,1,5024c19492c00a0bf43befc5f9ae9944179b9f36970cf177cdf507f8111e475e,0.03224081088664422,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,59427,0.0059212508608815426,0,0,0.0,1,0,0,0
000049,2,train,image_group_000652,1,3cba44bd53eef76faab8e6fd282251114a0c79812d15198f9db9d0dba346a57f,0.64068603515625,3,0,0,2,0,1,1,60091,0.07640965779622395,0,0,0.0,0,0,0.0,1,25569,0.032512664794921875,0,0,0.0,0,0,0,1
000050,2,train,image_group_000374,1,24db5ce205a05f7e1772f9f17f690a12569fa70187560fe1aea169815a3dcd1b,0.12132898966471355,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000051,4,train,image_group_001093,1,676d98025087301c5255672c7f9eb30ef9a7ce8673fa1af7ecf879c9591eafa3,0.40905091589242976,3,0,0,1,0,0,1,149453,0.08801624955241882,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000052,4,train,image_group_002094,1,c4cd0278df68b3aac56d96eff55c690ac6fb2656b179fafa8ce625a7392d5164,0.06295355703499643,1,0,0,2,0,1,1,78461,0.007817780870574432,0,0,0.0,0,0,0.0,0,0,0.0,1,169166,0.016855542482909908,0,1,0,0
000053,0,val,image_group_001117,1,69a70f47f36145914c51c2d4c3e71648c07c2274f283a400e50b9ee26125548b,0.10904693603515625,1,0,0,2,0,1,1,326417,0.10376516977945964,0,0,0.0,0,0,0.0,0,0,0.0,1,19745,0.006276766459147136,0,1,0,0
000054,3,train,image_group_001765,1,a499944aa348d3b36ef8fa825535c7e6525e5f1fb1b4d407e859aef8dc508e18,0.6508910604841877,3,0,0,1,0,0,1,9657087,0.3269271159174189,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000055,0,val,image_group_001718,1,a03864348306af783f36e10c41f97852079c33079dc810ff2d4a6ccacfc5bba7,0.22772481167608286,2,0,0,3,0,1,1,25054,0.05670994495147037,0,0,0.0,1,4886,0.01105950311458786,0,0,0.0,1,937,0.002120907576416051,0,0,1,0
000056,1,train,image_group_000992,1,5e6d8b23f171558d3240a4f7e436c414d5630182a71399213e530cdacced16e7,0.5815278407937423,3,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,5062922,0.1724567097355237,0,0,0,1
000057,2,train,image_group_002685,1,febfa9fe3376449cd3d240fceb4c06cf997c41fc140a2d640cd2ade713975192,0.6695182291666667,3,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000058,2,train,image_group_002286,1,d873cfb809242cc2b6976422eb669433efc1d3c2c6540df6e98c1733d38e3b84,0.13104138962765957,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000059,1,train,image_group_001286,1,790cabb09a10a1f0c236df2dafbb11ab1b683f86395441edc4050423b5cd7b20,0.24843835689598,2,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000060,0,val,image_group_001298,1,79f38f2ac5b27d5825ef3d8e08221b2da8ae9d34db790a0738f0499749499ec1,0.4249007521233644,3,0,0,1,0,0,1,3713,0.0062671320739430434,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000061,4,train,image_group_000661,1,3d8c541d76d76698b61eef028428b3a75382bef588104856b24e0d19ac7937ae,0.22440338134765625,2,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000062,4,train,image_group_002682,1,fe88994386119c44e614e01d296203ceb5dbacad6ca4ead866f4ae6e3368d2c6,0.03329213417637934,0,0,0,2,0,1,1,161836,0.013251967864330035,0,0,0.0,0,0,0.0,1,15899,0.001301892267943988,0,0,0.0,1,0,0,0
000063,0,val,image_group_000173,1,11087ded9bec2f21d0994048a7a68af8b7eac65960d2dbf35447ed63c1ac4b18,0.2061286210881275,2,0,0,1,0,0,1,3978540,0.13441353180141175,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000064,1,train,image_group_001074,1,65f5f785cb50a004320ff8c7b6909a6dc89f5338dcef380f8f2c3e512cfb8636,0.05968098958333334,0,0,0,1,0,0,1,12832,0.04177083333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000065,4,train,image_group_000567,1,35173856b26ce3ba1e6e5ec599c090642af035bc0e3168f2f7f4ffc8b4a369c5,0.7569205729166667,3,0,0,2,0,1,1,21862,0.07116536458333333,1,23853,0.077646484375,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000066,3,train,image_group_002489,1,eb757d829f7ec2571a6419f26f03c6d357199f6828ca2472d9eb0100524fa12f,0.09573485687619035,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000067,3,train,image_group_000203,1,13ffaa5d2d3584cb730fff396c0e3d1ba8b24c35628f30b3bdf9334be8dd1a00,0.14822916666666666,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000068,3,train,image_group_001908,1,b254bfee4f67a299fc67b8032f048a28a92eb3137ea80906e1bfb9df05d72340,0.6225197843332313,3,0,0,2,0,1,0,0,0.0,0,0,0.0,1,72443,0.007218152962707887,0,0,0.0,1,632384,0.06301015202530354,0,0,0,1
000069,3,train,image_group_001397,1,81e28d669f1f8242a6e1106d6d58ffff25dad4d3e17956887c1f5d46e6e6ea5d,0.3623650948862813,3,0,0,1,0,0,1,33257,0.07527750615674345,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000070,2,train,image_group_000475,1,2dd6f8f2bef408fce31bc509a727e2d2348447f6e9856678ff95046e4605db6c,0.6455923687205326,3,0,0,2,0,1,1,1331421,0.046029186206175556,0,0,0.0,0,0,0.0,1,373609,0.012916213751550444,0,0,0.0,0,0,0,1
000071,1,train,image_group_001429,1,857f036365a872180f8d0a68ebf338466df3bd73ef4d404be3e5fd5dee4ad8bc,0.42838216145833335,3,0,0,1,0,0,1,121882,0.3967513020833333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000072,2,train,image_group_001108,1,68daa3cca6fdfec7f1c2360e169aa0ee5aaca84fd041ddaf0d757c81be8fefac,0.14729184463042932,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000073,4,train,image_group_000098,1,0a25d65e0ac92e573ccdd6a952451935724df8067914ddf4e1cbe5f485a38024,0.06753695452654804,1,0,0,1,0,0,1,187879,0.026544500280309608,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000074,2,train,image_group_001683,1,9d2c6d2b7c3d82497c58f8b76f1a633ee84595feaf9b5c9b4286fd5434853cb6,0.5073598225911459,3,0,0,1,0,0,1,503418,0.07112545437282985,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000075,1,train,image_group_001854,1,ac6a7baceb04fa480208e52d487301be8f2856083c46e6200d9544cdbafc82ac,0.10276301843136844,1,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000076,2,train,image_group_000450,1,2bb4c780020a05355b829a8d7c952c1e2fccb9c93e986cbaae50df943001f079,0.011214760638297872,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000077,3,train,image_group_002377,1,e217e98e6973e5db1cf66d9c70cbf33f5d76c9028bbdf0a108ba8e1e149db669,0.6565762422045002,3,0,0,3,0,1,1,674929,0.241238372874377,1,28626,0.010231727577125767,0,0,0.0,0,0,0.0,1,6019,0.00215135779664361,0,0,0,1
000078,1,train,image_group_002359,1,e02ae8cbbbe38ee852c87289ff0a6d70ac13c938f038a578799bb0eaf8247323,0.2903744732892072,2,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000079,3,train,image_group_001446,1,876d565314276fe79378189ca73210b6dbeb4adf2a48a0c7228420aa4a913cb3,0.31840472751193577,2,0,0,3,0,1,1,84638,0.011958086932146991,1,29120,0.004114221643518518,0,0,0.0,0,0,0.0,1,104739,0.014798058403862847,0,0,1,0
000080,0,val,image_group_000997,1,5f14f28fb3b237ddb7b41ba76d647c56e44c336f3357a352b75e8eed66656d06,0.49775559598252567,3,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,46774,0.0275645932816976,0,0,0,1
000081,2,train,image_group_002082,1,c3ba51bbaddb6b5797e95c71cf623dee564aaaed596c75194492792e35457153,0.056061780011212384,0,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000082,3,train,image_group_001493,1,8c8a35ce4afd0ed70566fa1593378e9adb6ccc7b7db6a8a03586846ccf6ac47c,0.9956437570077402,3,0,0,2,0,1,1,138261,0.01953421698676215,0,0,0.0,0,0,0.0,0,0,0.0,1,458583,0.06479093763563368,0,0,0,1
000083,2,train,image_group_000345,1,224cb5cb63fc25d0dda26515aaa6d46e199555001d553a5fc0613f7969f5b1d4,0.5481160481770834,3,0,0,3,0,1,1,107686,0.1369298299153646,0,0,0.0,0,0,0.0,1,4120,0.005238850911458333,1,52386,0.06661224365234375,0,0,0,1
000084,2,train,image_group_002547,1,f122a339428c9cb3dad1ee9be837e0848b2ecfd58f7f5fa15bdda1ac12351428,0.07475956238977072,1,0,0,1,0,0,0,0,0.0,1,167042,0.027400176891744354,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0
000085,3,train,image_group_001799,1,a862395a075bbe240b78ba30404e723d38eb8d89da4c450f478030ee3dc9e78e,0.43900299072265625,3,0,0,3,0,1,1,30807,0.009793281555175781,0,0,0.0,0,0,0.0,1,5763,0.0018320083618164062,1,323577,0.10286235809326172,0,0,0,1
000086,0,val,image_group_001657,1,9b3e854ae5dc3f230b2fea7fefeb3d9572d4e63544ff8bea4d3ce86e28aa6880,0.3618278503417969,3,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,16608,0.0211181640625,0,0,0,1
000087,2,train,image_group_001241,1,75830c1807377a55df71c6afd77ecdc14790f74efe5b50939d96daafc9235320,0.03112389684303203,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,60814,0.004979764537564984,1,0,0,0
000088,2,train,image_group_000222,1,153b10f7b8b82bf80badbfdf73a544312637a1950e2dad97822a69b739b6aa1e,0.46973238045910437,3,0,0,1,0,0,1,165537,0.21117807198605898,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000089,3,train,image_group_000926,1,57db50692251269d5e450adffee9444ab1b5cd862afbfd65621075c19c4e0f76,0.0463374335106383,0,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,7249,0.0012049534574468084,0,0,0.0,1,0,0,0
000090,0,val,image_group_001207,1,7261c89f3d6b1c3663a66f7a0c4f5cc995fd57512567920fe977f71e00935200,0.07884550758322154,1,0,0,2,0,1,1,840000,0.0687835401643468,0,0,0.0,0,0,0.0,1,142777,0.011691318469101123,0,0,0.0,0,1,0,0
000091,1,train,image_group_002274,1,d6bf76ff8db54b9d6894735b667d5355151351e81b1a8048c92830eb2f946135,0.580901121479792,3,0,0,1,0,0,1,12351005,0.420708374378867,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000092,0,val,image_group_001167,1,6f07cb5d0d5af575acac0f9b8e2a38137f301a74c101ca61f09911a0df3220d9,0.7353388468424479,3,0,0,1,0,0,1,70861,0.0901044209798177,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000093,3,train,image_group_000960,1,5ad8b85c2764c48ef65bba4d17f6b46572583a5c3355ef795b8b88d4316846e6,0.6001288802535446,3,0,0,1,0,0,0,0,0.0,0,0,0.0,0,0,0.0,1,60880,0.008601435908564815,0,0,0.0,0,0,0,1
000094,2,train,image_group_001277,1,786ac6f0606fd75d8d67b792225200a3df3d163ab34ddecb2de390977feea35e,0.243467648824056,2,0,0,2,0,1,1,79674,0.025327682495117188,0,0,0.0,0,0,0.0,0,0,0.0,1,127994,0.04068819681803385,0,0,1,0
000095,0,val,image_group_001849,1,ac1a5d3ef9c0a9290f8e89dbb81d5a0cda1459f467f7cbeb4b68f095f74dc048,0.30713398770104067,2,0,0,0,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0
000096,2,train,image_group_001738,1,a1af437f6a7bdc6235bf44b7577330f3d851b7c797f46f71f541b14c4780cc05,0.29301157449574294,2,0,0,2,0,1,1,2353401,0.07927103419990925,0,0,0.0,0,0,0.0,0,0,0.0,1,326686,0.011003962808986464,0,0,1,0
000097,0,val,image_group_000973,1,5c76f670cfed6ce2f792765d107d6b724576d79225d29ece296e9cebc8037dc5,0.050891227553723876,0,0,0,1,0,0,1,51195,0.012558875478363261,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,0,0,0
000098,4,train,image_group_000820,1,4e2878cf5195b1f2b4bf284de8cdc44357578fd7f4414f7efbcce122286ca4d5,0.3585008552931472,3,0,0,1,0,0,1,3485965,0.11911793750995223,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1
000099,1,train,image_group_001472,1,8a6f98ddc2c9d621a6e59fc19f2c929dec9cd65d364a18a12688659149e5590c,0.07778523936170213,1,0,0,2,0,1,1,131480,0.021855053191489362,0,0,0.0,0,0,0.0,1,28636,0.004759973404255319,0,0,0.0,0,1,0,0
