image_id,pigment_network,negative_network,streaks,milia_like_cysts,globules,lesion_area_ratio,area_bin,n_attributes,no_attributes,many_attributes,tiny_lesion,huge_lesion
000076,0,0,0,0,0,0.011214760638297872,0,0,1,0,1,0
000077,1,1,0,0,1,0.6565762422045002,4,3,0,1,0,1
000078,0,0,0,0,0,0.2903744732892072,3,0,1,0,0,0
000079,1,1,0,0,1,0.31840472751193577,3,3,0,1,0,0
000080,0,0,0,0,1,0.49775559598252567,4,1,0,0,0,0
000081,0,0,0,0,0,0.056061780011212384,1,0,1,0,0,0
000082,1,0,0,0,1,0.9956437570077402,4,2,0,0,0,1
000083,1,0,0,1,1,0.5481160481770834,4,3,0,1,0,1
000084,0,1,0,0,0,0.07475956238977072,1,1,0,0,0,0
000085,1,0,0,1,1,0.43900299072265625,4,3,0,1,0,0
000086,0,0,0,0,1,0.3618278503417969,3,1,0,0,0,0
000087,0,0,0,0,1,0.03112389684303203,0,1,0,0,0,0
000088,1,0,0,0,0,0.46973238045910437,4,1,0,0,0,0
000089,0,0,0,1,0,0.0463374335106383,0,1,0,0,0,0
000090,1,0,0,1,0,0.07884550758322154,1,2,0,0,0,0
000091,1,0,0,0,0,0.580901121479792,4,1,0,0,0,1
000092,1,0,0,0,0,0.7353388468424479,4,1,0,0,0,1
000093,0,0,0,1,0,0.6001288802535446,4,1,0,0,0,1
000094,1,0,0,0,1,0.243467648824056,3,2,0,0,0,0
000095,0,0,0,0,0,0.30713398770104067,3,0,1,0,0,0
000096,1,0,0,0,1,0.29301157449574294,3,2,0,0,0,0
000097,1,0,0,0,0,0.050891227553723876,1,1,0,0,0,0
000098,1,0,0,0,0,0.3585008552931472,3,1,0,0,0,0
000099,1,0,0,1,0,0.07778523936170213,1,2,0,0,0,0
000100,1,1,0,0,0,0.19450856039138223,2,2,0,0,0,0
000101,0,0,0,1,0,0.044603177930571856,0,1,0,0,0,0
000102,1,0,0,0,0,0.018543527924446485,0,1,0,0,1,0
000103,1,0,0,0,0,0.4288916411223235,4,1,0,0,0,0
000104,1,0,0,0,1,0.295245774687243,3,2,0,0,0,0
000105,1,0,0,0,0,0.17945353190104166,2,1,0,0,0,0
000106,1,0,0,0,0,0.22767512003580728,3,1,0,0,0,0
000107,1,0,0,0,0,0.08423124265138154,1,1,0,0,0,0
000108,1,0,1,0,0,0.8760693868001302,4,2,0,0,0,1
000109,1,0,0,0,0,0.22446441650390625,3,1,0,0,0,0
000110,0,0,0,0,1,0.2745190048299598,3,1,0,0,0,0
000111,1,0,0,0,0,0.07289674546983507,1,1,0,0,0,0
000112,1,0,0,0,0,0.04037786413122107,0,1,0,0,0,0
000113,1,0,0,0,0,0.6125325520833333,4,1,0,0,0,1
000114,0,0,1,0,0,0.15665804143498482,2,1,0,0,0,0
000115,1,0,0,0,1,0.03633418305530048,0,2,0,0,0,0
000116,0,0,0,0,1,0.34291641800491895,3,1,0,0,0,0
000117,1,0,0,0,0,0.6427335164835165,4,1,0,0,0,1
000118,1,0,0,0,0,0.14454155585106382,2,1,0,0,0,0
000119,1,0,0,0,0,0.10305150349934895,1,1,0,0,0,0
000120,0,0,0,0,1,0.4655362493639636,4,1,0,0,0,0
000121,1,0,0,1,1,0.252656914893617,3,3,0,1,0,0
000122,1,0,0,0,0,0.05703125,1,1,0,0,0,0
000123,0,0,0,0,0,0.729590098063151,4,0,1,0,0,1
000124,1,0,0,1,0,0.08352131361803981,1,2,0,0,0,0
000125,0,0,0,0,0,0.2655436197916667,3,0,1,0,0,0
000126,1,0,0,0,1,0.23715169270833333,3,2,0,0,0,0
000127,0,0,0,0,1,0.24109794464455003,3,1,0,0,0,0
000128,0,0,0,0,0,0.012195024742373228,0,0,1,0,1,0
000129,1,0,0,0,0,0.40084700492539477,4,1,0,0,0,0
000130,0,0,0,1,0,0.07386070478723404,1,1,0,0,0,0
000131,1,0,0,0,0,0.11701171875,2,1,0,0,0,0
000132,1,0,0,0,1,0.24123877066153068,3,2,0,0,0,0
000133,1,0,0,0,0,0.24824396769205728,3,1,0,0,0,0
000134,0,0,0,0,0,0.3945438045224977,4,0,1,0,0,0
000135,0,0,1,0,0,0.016697353786892362,0,1,0,0,1,0
000136,1,0,0,0,0,0.04538161666304977,0,1,0,0,0,0
000137,0,0,0,1,0,0.11938109541656168,2,1,0,0,0,0
000138,0,0,0,0,0,0.046665191650390625,0,0,1,0,0,0
000139,1,0,1,0,1,0.039682347074468084,0,3,0,1,0,0
000140,1,0,0,1,0,0.030583414638812367,0,2,0,0,0,0
000141,0,0,0,0,0,0.09423394695056626,1,0,1,0,0,0
000142,1,0,0,0,0,0.060056183510638295,1,1,0,0,0,0
000143,1,0,0,0,0,0.36156154932637985,3,1,0,0,0,0
000144,1,0,0,0,0,0.07812964569614243,1,1,0,0,0,0
000145,0,0,0,0,1,0.15249351218894677,2,1,0,0,0,0
000146,0,0,0,0,0,0.37277984619140625,3,0,1,0,0,0
000147,1,0,0,0,0,0.006227892287234043,0,1,0,0,1,0
000148,1,0,0,0,0,0.4276123003661051,4,1,0,0,0,0
000149,1,0,0,0,0,0.23211996228044665,3,1,0,0,0,0
000150,0,0,0,1,0,0.7219683329264323,4,1,0,0,0,1
000151,1,0,0,0,0,0.4820289611816406,4,1,0,0,0,0
000152,1,0,0,0,0,0.4917708333333333,4,1,0,0,0,0
000153,0,0,0,0,0,0.24434661865234375,3,0,1,0,0,0
000154,0,1,0,1,0,0.48765818277994794,4,2,0,0,0,0
000155,1,0,0,1,0,0.1231498939880644,2,2,0,0,0,0
000156,0,0,0,0,1,0.09302089447425792,1,1,0,0,0,0
000157,1,1,0,0,0,0.4082676481148916,4,2,0,0,0,0
000158,1,0,0,0,0,0.03273749023189997,0,1,0,0,0,0
000159,1,0,0,0,0,0.1275355021158854,2,1,0,0,0,0
000160,1,0,0,0,0,0.09033176650242485,1,1,0,0,0,0
000161,1,0,0,0,1,0.7632967631022135,4,2,0,0,0,1
000162,1,0,1,0,0,0.08864908854166667,1,2,0,0,0,0
000163,0,0,0,0,0,0.018328125,0,0,1,0,1,0
000164,1,0,0,0,0,0.21234012940597283,2,1,0,0,0,0
000165,0,0,0,0,0,0.03186566979772472,0,0,1,0,0,0
000166,1,0,0,1,0,0.5406850179036459,4,2,0,0,0,1
000167,1,0,0,0,0,0.25919270833333335,3,1,0,0,0,0
000168,1,0,0,0,0,0.06483723958333333,1,1,0,0,0,0
000169,1,0,0,0,0,0.4401439082676505,4,1,0,0,0,0
000170,0,0,0,0,0,0.25841787191903526,3,0,1,0,0,0
000171,1,0,0,0,0,0.9687767166542036,4,1,0,0,0,1
000172,1,0,0,0,0,0.1767302171987674,2,1,0,0,0,0
000173,1,0,0,0,0,0.14774958292643228,2,1,0,0,0,0
000174,0,1,0,0,1,0.08935448612799765,1,2,0,0,0,0
000175,1,0,0,0,1,0.06858317057291667,1,2,0,0,0,0
000176,1,0,0,1,0,0.034679412841796875,0,2,0,0,0,0
000177,0,0,0,0,0,0.24041666666666667,3,0,1,0,0,0
000178,0,0,0,0,0,0.5146347995705014,4,0,1,0,0,1
000179,1,0,0,0,0,0.2822640518615095,3,1,0,0,0,0
000180,1,0,0,0,0,0.27222938829787235,3,1,0,0,0,0
000181,0,0,0,1,0,0.2487064821272087,3,1,0,0,0,0
000182,0,0,0,0,1,0.09490315828277199,1,1,0,0,0,0
000183,0,0,0,1,0,0.41309568617078996,4,1,0,0,0,0
000184,1,0,0,0,0,0.3431816101074219,3,1,0,0,0,0
000185,1,0,0,1,0,0.8112907409667969,4,2,0,0,0,1
000186,1,0,0,0,1,0.2313790226490482,3,2,0,0,0,0
000187,1,0,1,0,1,0.38197549594938884,3,3,0,1,0,0
000188,1,0,0,0,0,0.4688097635904948,4,1,0,0,0,0
000189,1,0,0,0,0,0.21108486034252025,2,1,0,0,0,0
000190,1,0,0,0,0,0.29086170212765955,3,1,0,0,0,0
000191,0,0,0,0,0,0.39610926310221356,4,0,1,0,0,0
000192,0,0,0,0,0,0.10453723404255319,1,0,1,0,0,0
000193,1,0,0,1,0,0.36266266335153097,3,2,0,0,0,0
000194,1,0,0,0,0,0.2700309753417969,3,1,0,0,0,0
000195,1,0,0,1,0,0.029249381603219857,0,2,0,0,0,0
000196,1,0,0,1,1,0.024671708776595743,0,3,0,1,0,0
000197,1,0,0,0,0,0.14570651802436058,2,1,0,0,0,0
000198,0,0,0,0,1,0.59314453125,4,1,0,0,0,1
000199,1,0,0,0,0,0.48895182291666667,4,1,0,0,0,0
000200,0,0,0,0,0,0.05157396941489362,1,0,1,0,0,0
000201,1,0,0,0,0,0.0863036303630363,1,1,0,0,0,0
000202,1,0,0,1,1,0.027709607712765958,0,3,0,1,0,0
000203,0,1,0,0,0,0.1735443529359249,2,1,0,0,0,0
000204,1,0,0,0,0,0.5196380647944883,4,1,0,0,0,1
000205,1,0,0,0,1,0.06748922702402817,1,2,0,0,0,0
000206,1,0,0,0,0,0.3857860336904053,3,1,0,0,0,0
000207,1,0,0,0,0,0.2773918165929482,3,1,0,0,0,0
000208,0,0,0,0,1,0.20652008056640625,2,1,0,0,0,0
000209,1,0,0,0,0,0.21323776245117188,2,1,0,0,0,0
000210,0,1,0,0,0,0.037333249046201576,0,1,0,0,0,0
000211,0,0,0,0,0,0.8730377082057953,4,0,1,0,0,1
000212,1,0,0,0,0,0.0079921875,0,1,0,0,1,0
000213,1,0,0,0,0,0.05949767257787913,1,1,0,0,0,0
000214,1,0,0,0,0,0.0941630795691616,1,1,0,0,0,0
000215,0,0,0,0,0,0.6101093998661747,4,0,1,0,0,1
000216,0,1,0,0,1,0.18068935253002025,2,2,0,0,0,0
000217,1,0,0,0,1,0.5137612841435047,4,2,0,0,0,1
000218,1,0,0,0,1,0.4106174369295289,4,2,0,0,0,0
000219,1,0,0,0,0,0.029851466049382717,0,1,0,0,0,0
000220,0,0,0,0,0,0.004795030481583512,0,0,1,0,1,0
000221,1,0,0,0,0,0.07430309172186819,1,1,0,0,0,0
000222,0,0,1,0,1,0.07160441080729167,1,2,0,0,0,0
000223,1,0,0,0,0,0.010414561170212767,0,1,0,0,1,0
000224,0,0,0,0,1,0.15188457347728587,2,1,0,0,0,0
000225,1,0,0,0,0,0.29065262805529934,3,1,0,0,0,0
000226,1,0,0,0,0,0.03128789893617021,0,1,0,0,0,0
000227,0,0,0,0,1,0.02358554838168707,0,1,0,0,0,0
000228,1,0,0,0,0,0.022270777925531914,0,1,0,0,0,0
000229,1,0,0,0,1,0.9521736915292025,4,2,0,0,0,1
000230,1,0,0,0,1,0.2514707610123837,3,2,0,0,0,0
000231,0,0,0,0,0,0.020285002960967635,0,0,1,0,0,0
000232,0,0,0,0,0,0.2685840416109153,3,0,1,0,0,0
000233,1,1,0,0,1,0.15406672159830728,2,3,0,1,0,0
000234,0,1,0,0,0,0.15495318461240148,2,1,0,0,0,0
000235,1,0,0,1,0,0.00892220744680851,0,2,0,0,1,0
000236,1,0,1,0,0,0.04831695556640625,0,2,0,0,0,0
000237,1,0,0,0,0,0.26389955470409937,3,1,0,0,0,0
000238,0,0,0,0,0,0.04579351756198347,0,0,1,0,0,0
000239,0,0,0,1,0,0.0384453125,0,1,0,0,0,0
000240,1,0,0,0,0,0.07806142171223958,1,1,0,0,0,0
000241,0,0,0,0,1,0.8743182695005611,4,1,0,0,0,1
000242,0,0,0,0,0,0.20202000935872397,2,0,1,0,0,0
000243,0,1,0,0,0,0.33282313005295594,3,1,0,0,0,0
000244,1,0,0,0,0,0.18406575520833332,2,1,0,0,0,0
000245,1,0,0,0,0,0.27075831095377606,3,1,0,0,0,0
000246,1,0,0,0,0,0.013503823138297873,0,1,0,0,1,0
000247,1,0,1,0,1,0.7787366045237731,4,3,0,1,0,1
000248,1,0,0,0,0,0.3165397644042969,3,1,0,0,0,0
000249,0,0,0,0,0,0.49973814104564485,4,0,1,0,0,0
000250,1,1,0,0,0,0.028077958776595746,0,2,0,0,0,0
000251,1,0,0,0,0,0.3548811888970321,3,1,0,0,0,0
000252,1,0,0,0,0,0.12742812788572075,2,1,0,0,0,0
000253,1,0,0,0,0,0.1323420206705729,2,1,0,0,0,0
000254,1,0,0,0,1,0.020146941489361702,0,2,0,0,0,0
000255,1,0,0,1,0,0.023640625,0,2,0,0,0,0
000256,0,0,0,0,0,0.2428644478242016,3,0,1,0,0,0
000257,0,0,0,1,1,0.09230677286783855,1,2,0,0,0,0
000258,1,0,0,1,0,0.32477696736653644,3,2,0,0,0,0
000259,0,0,0,1,0,0.10110982259114583,1,1,0,0,0,0
000260,1,0,0,0,0,0.02255412281988932,0,1,0,0,0,0
000261,0,0,0,0,0,0.044611646875077474,0,0,1,0,0,0
000262,0,0,0,0,0,0.17653025265957448,2,0,1,0,0,0
000263,1,0,0,0,1,0.09126363773254302,1,2,0,0,0,0
000264,0,1,0,0,0,0.5702962239583333,4,1,0,0,0,1
000265,0,0,0,0,0,0.08456207485221365,1,0,1,0,0,0
000266,1,0,0,1,0,0.1703349856668204,2,2,0,0,0,0
000267,1,0,0,1,0,0.3747698465983073,3,2,0,0,0,0
000268,1,0,0,1,1,0.0699039035373264,1,3,0,1,0,0
000269,1,0,0,0,0,0.542225887766225,4,1,0,0,0,1
000270,0,0,0,0,0,0.06527459556353406,1,0,1,0,0,0
000271,0,0,0,0,1,0.10430936460141782,1,1,0,0,0,0
000272,1,0,0,0,0,0.31413841247558594,3,1,0,0,0,0
000273,0,0,1,0,0,0.05036458333333333,1,1,0,0,0,0
000274,0,0,0,0,0,0.31407801310221356,3,0,1,0,0,0
000275,1,0,1,0,0,0.03152804904513889,0,2,0,0,0,0
000276,1,0,0,0,0,0.12745300653312522,2,1,0,0,0,0
000277,0,0,0,1,0,0.08060441855422916,1,1,0,0,0,0
000278,1,0,0,0,0,0.004328719645954495,0,1,0,0,1,0
000279,1,1,0,0,0,0.5226009510181568,4,2,0,0,0,1
000280,1,0,0,0,1,0.18238166526511865,2,2,0,0,0,0
000281,1,0,0,1,1,0.09954349931099998,1,3,0,1,0,0
000282,0,0,0,0,0,0.061373879259769414,1,0,1,0,0,0
000283,1,0,0,0,0,0.022414181069721616,0,1,0,0,0,0
000284,1,0,0,0,0,0.4278173093442564,4,1,0,0,0,0
000285,1,0,0,0,0,0.3884537308304398,3,1,0,0,0,0
000286,0,1,0,1,1,0.4546692469945395,4,3,0,1,0,0
000287,0,0,0,0,0,0.22641754150390625,3,0,1,0,0,0
000288,1,0,0,0,0,0.36190160115559894,3,1,0,0,0,0
000289,0,0,0,0,0,0.02772672692541506,0,0,1,0,0,0
000290,0,0,0,1,1,0.27863311767578125,3,2,0,0,0,0
000291,1,0,0,0,0,0.12315845489501953,2,1,0,0,0,0
000292,0,0,0,0,0,0.020922151444323328,0,0,1,0,0,0
000293,0,0,1,0,1,0.025166829427083332,0,2,0,0,0,0
000294,1,0,0,0,1,0.02265126329787234,0,2,0,0,0,0
000295,1,0,0,0,0,0.19234680539758534,2,1,0,0,0,0
000296,0,0,0,0,0,0.055614770985554715,1,0,1,0,0,0
000297,1,0,0,0,0,0.08914693196614583,1,1,0,0,0,0
000298,1,0,0,0,0,0.5960794692268993,4,1,0,0,0,1
000299,1,0,0,0,1,0.14767113927962477,2,2,0,0,0,0
000300,1,0,0,0,0,0.2425409952799479,3,1,0,0,0,0
000301,1,0,1,0,1,0.7833268229166667,4,3,0,1,0,1
000302,1,0,0,0,0,0.1146227518717448,1,1,0,0,0,0
000303,1,0,0,1,0,0.25902509973404253,3,2,0,0,0,0
000304,1,1,0,0,0,0.30928814131016513,3,2,0,0,0,0
000305,0,0,0,1,0,0.6372333776595744,4,1,0,0,0,1
000306,0,1,0,1,1,0.12883358397371295,2,3,0,1,0,0
000307,1,0,0,0,0,0.1359736124674479,2,1,0,0,0,0
000308,0,0,0,0,0,0.016433316245888334,0,0,1,0,1,0
000309,1,0,0,1,0,0.035580952962239586,0,2,0,0,0,0
000310,0,0,0,0,0,0.23625818888346353,3,0,1,0,0,0
000311,1,0,0,0,0,0.3522413813507032,3,1,0,0,0,0
000312,1,0,0,1,0,0.036405244450150934,0,2,0,0,0,0
000313,1,0,0,0,0,0.0128173828125,0,1,0,0,1,0
000314,1,0,0,0,0,0.15728841145833333,2,1,0,0,0,0
000315,1,0,0,1,0,0.09803382250440215,1,2,0,0,0,0
000316,0,1,0,1,1,0.8677776779248322,4,3,0,1,0,1
000317,1,0,0,0,1,0.11222214631664248,1,2,0,0,0,0
000318,1,0,0,0,0,0.36522547403971356,3,1,0,0,0,0
000319,1,1,0,0,1,0.19801132767288773,2,3,0,1,0,0
000320,1,0,0,0,0,0.18679515594818175,2,1,0,0,0,0
000321,1,0,0,1,1,0.11681598699794567,2,3,0,1,0,0
000322,1,0,0,0,0,0.6208900169089988,4,1,0,0,0,1
000323,1,0,0,0,0,0.21841063322844328,3,1,0,0,0,0
000324,1,0,0,0,0,0.09674983377659574,1,1,0,0,0,0
000325,1,1,0,0,0,0.2719720132500278,3,2,0,0,0,0
000326,1,1,0,1,0,0.7271393401893396,4,3,0,1,0,1
000327,1,0,0,1,0,0.01817884893760841,0,2,0,0,1,0
000328,1,0,0,0,0,0.06653108377659575,1,1,0,0,0,0
000329,1,0,0,0,0,0.16326545323044653,2,1,0,0,0,0
000330,0,0,0,0,0,0.1914275401433842,2,0,1,0,0,0
000331,0,0,0,1,0,0.17141243263527198,2,1,0,0,0,0
000332,1,0,0,0,0,0.10694362499095776,1,1,0,0,0,0
000333,1,0,0,1,0,0.6058260599772135,4,2,0,0,0,1
000334,1,0,0,0,1,0.29849478588620937,3,2,0,0,0,0
000335,0,0,0,1,0,0.19314038311993634,2,1,0,0,0,0
000336,0,0,0,1,0,0.19519678751627603,2,1,0,0,0,0
000337,0,0,0,0,0,0.05800455729166667,1,0,1,0,0,0
000338,0,0,0,0,1,0.0628649393717448,1,1,0,0,0,0
000339,1,0,0,0,0,0.398955078125,4,1,0,0,0,0
000340,0,0,0,0,0,0.011897440159574469,0,0,1,0,1,0
000341,1,0,0,0,0,0.07063109786422164,1,1,0,0,0,0
000342,1,0,0,0,1,0.07394399696607037,1,2,0,0,0,0
000343,0,0,0,0,0,0.5826833015837246,4,0,1,0,0,1
000344,1,0,0,0,0,0.26485443115234375,3,1,0,0,0,0
000345,0,0,0,1,0,0.14172225253932833,2,1,0,0,0,0
000346,1,0,0,0,0,0.0998134153091944,1,1,0,0,0,0
000347,1,0,0,0,0,0.2770279947916667,3,1,0,0,0,0
000348,0,0,0,0,0,0.3843272778218839,3,0,1,0,0,0
000349,0,0,0,0,0,0.07355890471814915,1,0,1,0,0,0
000350,1,0,0,1,0,0.20463689168294272,2,2,0,0,0,0
000351,1,0,0,0,0,0.1158599853515625,1,1,0,0,0,0
000352,0,0,0,0,1,0.02815309175531915,0,1,0,0,0,0
000353,1,0,0,0,0,0.13110037019352058,2,1,0,0,0,0
000354,1,0,0,0,0,0.7488736979166667,4,1,0,0,0,1
000355,1,0,0,0,0,0.8331629435221354,4,1,0,0,0,1
000356,1,0,0,0,0,0.13119946808510638,2,1,0,0,0,0
000357,1,0,0,0,0,0.2781444125705295,3,1,0,0,0,0
000358,1,0,0,0,0,0.40484873453776044,4,1,0,0,0,0
000359,1,0,0,0,0,0.42730928330475093,4,1,0,0,0,0
000360,0,0,0,0,0,0.14068788780815025,2,0,1,0,0,0
000361,1,0,0,0,1,0.46031575520833334,4,2,0,0,0,0
000362,1,0,0,0,0,0.5118717447916666,4,1,0,0,0,1
000363,1,0,0,0,0,0.0407766021979289,0,1,0,0,0,0
000364,1,0,1,0,1,0.1135195247256526,1,3,0,1,0,0
000365,1,0,0,0,0,0.05300860934787326,1,1,0,0,0,0
000366,1,0,0,0,0,0.17571258544921875,2,1,0,0,0,0
000367,0,0,0,0,0,0.09218639797634548,1,0,1,0,0,0
000368,1,1,0,0,0,0.24105552390769677,3,2,0,0,0,0
000369,1,0,0,0,0,0.03534565039095254,0,1,0,0,0,0
000370,0,0,1,0,1,0.1147417789366942,1,2,0,0,0,0
000371,1,0,0,0,0,0.847296396891276,4,1,0,0,0,1
000372,0,1,0,1,0,0.01752408078987087,0,2,0,0,1,0
000373,1,0,0,0,0,0.7348697916666667,4,1,0,0,0,1
000374,1,0,0,0,0,0.031080618351063828,0,1,0,0,0,0
000375,1,0,0,1,0,0.2142344424733775,2,2,0,0,0,0
000376,1,0,0,1,0,0.26777018229166666,3,2,0,0,0,0
000377,1,0,0,0,0,0.42808209898782446,4,1,0,0,0,0
000378,1,0,1,0,0,0.07546742757161458,1,2,0,0,0,0
000379,0,0,0,0,0,0.02525494127850914,0,0,1,0,0,0
000380,1,0,0,0,0,0.07762245545134103,1,1,0,0,0,0
000381,1,0,0,0,0,0.0915082295735677,1,1,0,0,0,0
000382,0,0,0,1,0,0.42781050531914894,4,1,0,0,0,0
000383,0,0,0,0,0,0.19198297571252892,2,0,1,0,0,0
000384,1,0,0,0,0,0.5140606562296549,4,1,0,0,0,1
000385,1,0,0,0,0,0.01505934175531915,0,1,0,0,1,0
000386,0,0,0,0,0,0.5370292663574219,4,0,1,0,0,1
000387,0,0,0,0,0,0.12179946899414062,2,0,1,0,0,0
000388,1,1,0,0,0,0.10875352223714192,1,2,0,0,0,0
000389,1,0,0,0,0,0.060160319010416664,1,1,0,0,0,0
000390,0,1,0,1,1,0.15104293823242188,2,3,0,1,0,0
000391,1,0,0,0,0,0.22121228539660404,3,1,0,0,0,0
000392,1,0,0,0,0,0.07439804077148438,1,1,0,0,0,0
000393,1,0,0,0,1,0.19497398093894677,2,2,0,0,0,0
000394,1,0,0,0,0,0.38938884617775366,3,1,0,0,0,0
000395,0,0,0,1,1,0.6387888590494791,4,2,0,0,0,1
000396,1,0,0,1,0,0.024808257693275198,0,2,0,0,0,0
000397,0,0,0,1,0,0.01737965425531915,0,1,0,0,1,0
000398,1,0,0,0,0,0.014843916223404256,0,1,0,0,1,0
000399,0,1,0,0,1,0.6878454540085479,4,2,0,0,0,1
000400,0,0,0,0,0,0.20098307291666667,2,0,1,0,0,0
000401,0,0,0,0,0,0.3047588305473812,3,0,1,0,0,0
000402,0,0,0,0,0,0.015072848319847391,0,0,1,0,1,0
000403,1,0,1,0,0,0.6602180989583334,4,2,0,0,0,1
000404,1,0,0,0,0,0.1005859375,1,1,0,0,0,0
000405,1,0,0,0,0,0.03603091755319149,0,1,0,0,0,0
000406,0,0,1,0,1,0.05168288757232098,1,2,0,0,0,0
000407,0,0,0,0,1,0.5521286704207194,4,1,0,0,0,1
000408,1,0,0,0,0,0.03269476647791042,0,1,0,0,0,0
